Date,Close_^GSPC,Close_^VIX,Volume_BZ=F,Volume_CL=F,Volume_TSLA,Volume_^DJI,Volume_^GSPC,Volume_^TNX,Volume_^VIX,Label,RSI_14,MACD,ROC_14,Open_Close_Diff,Volatility,Momentum
2010-08-03,1120.4599609375,22.6299991607666,270.0,290979.0,18457500.0,164880000.0,4071820000.0,0.0,0.0,1,56.96977298170002,-0.007028772202092,10.63502814471125,0.0053329467773437,0.0178477884738651,0.0933330059051513
2010-08-04,1127.239990234375,22.209999084472656,219.0,293321.0,13695000.0,173360000.0,4057850000.0,0.0,0.0,0,52.488001331699714,-0.0034842302583202,6.887860736217168,0.0,0.0178477884738651,0.0360000133514404
2010-08-05,1125.81005859375,22.100000381469727,54.0,234811.0,11943000.0,139610000.0,3685560000.0,0.0,0.0,0,47.74002430838634,-0.004975155059431,-0.9205711822814804,0.0186669826507566,0.0183282148946576,0.0066659450531005
2010-08-06,1121.6400146484375,21.739999771118164,264.0,397532.0,11128500.0,154870000.0,3857890000.0,0.0,0.0,0,43.26513768634441,-0.0106601336678973,-10.588793910501485,-0.0233329534530639,0.0225074489120079,-0.0233329534530639
2010-08-09,1127.7900390625,22.13999938964844,156.0,267083.0,12190500.0,166330000.0,3979360000.0,0.0,0.0,0,43.33168491339849,-0.0149394876717594,-3.4482293892665807,0.0206669569015502,0.0177300525142374,-0.0880000591278076
2010-08-10,1121.06005859375,22.3700008392334,266.0,385854.0,19219500.0,203490000.0,3979360000.0,0.0,0.0,0,40.422564056368216,-0.021153345373291,-5.88524213811227,0.0033329725265502,0.017722544825243,-0.1946660280227661
2010-08-11,1089.469970703125,25.38999938964844,188.0,416889.0,11964000.0,219330000.0,4511860000.0,0.0,0.0,0,35.355002381208806,-0.0317902347400516,-14.761924995046428,-0.0226669311523437,0.0214632406584625,-0.2239999771118164
2010-08-12,1083.6099853515625,25.729999542236328,283.0,430788.0,10365000.0,221030000.0,4521050000.0,0.0,0.0,0,34.131638019255675,-0.0413571381669499,-17.332080319644476,-0.0066660642623901,0.0185508529237075,-0.1899999380111694
2010-08-13,1079.25,26.239999771118164,116.0,286126.0,9510000.0,151620000.0,3328890000.0,0.0,0.0,1,39.5388968856821,-0.044552210827621,-12.553742322952054,0.0386669635772702,0.0238189122370124,-0.0846669673919677
2010-08-16,1079.3800048828125,26.100000381469727,119.0,237455.0,7287000.0,146040000.0,3142450000.0,0.0,0.0,1,42.77132010843241,-0.0441013892098418,-8.613140883713237,0.0086669921875,0.0226305013971505,-0.054666996002197
2010-08-17,1092.5400390625,24.329999923706055,302.0,347432.0,6718500.0,191340000.0,3968210000.0,0.0,0.0,1,45.30432506788907,-0.0412778616005067,-7.577173291025533,0.0120000839233396,0.0228717428782117,0.0080000162124633
2010-08-18,1094.1600341796875,24.59000015258789,247.0,247104.0,9019500.0,168560000.0,3724260000.0,0.0,0.0,0,43.18997470662275,-0.0406162390292239,-7.764177964013684,0.0293329954147338,0.0178485435612198,0.0579999685287475
2010-08-19,1075.6300048828125,26.440000534057617,260.0,123224.0,8686500.0,227740000.0,4290540000.0,0.0,0.0,1,43.33992093937594,-0.0395285985226094,-5.767253240510282,-0.0153330564498901,0.020821897098447,0.0793339014053344
2010-08-20,1071.68994140625,25.489999771118164,160.0,246977.0,4440000.0,251150000.0,3761570000.0,0.0,0.0,1,45.72978452676029,-0.0365774201073048,-8.699859778115213,-0.0093339681625363,0.0178424796225202,0.0519999265670776
2010-08-23,1067.3599853515625,25.65999984741211,421.0,252439.0,16321500.0,173000000.0,3210950000.0,0.0,0.0,1,52.84659787405456,-0.0283706928663496,-8.291551011227659,-0.0006659030914306,0.017859833932503,0.0900000333786006
2010-08-24,1051.8699951171875,27.459999084472656,284.0,340994.0,10096500.0,223680000.0,4436330000.0,0.0,0.0,0,46.87008351335382,-0.0265634799090315,-9.689539071232137,-0.0586670637130735,0.0317301981675805,0.0033329725265502
2010-08-25,1055.3299560546875,26.700000762939453,328.0,343405.0,7549500.0,183890000.0,4360190000.0,0.0,0.0,1,51.33158056972724,-0.0211221325671195,-2.689440951426778,-0.00266695022583,0.0238189748003607,0.0753339529037475
2010-08-26,1047.219970703125,27.3700008392334,255.0,362828.0,6507000.0,176330000.0,3646710000.0,0.0,0.0,0,50.355770495889985,-0.0174159806687632,0.8167661933406734,-0.0006669759750366,0.025000617152255,0.0640000104904174
2010-08-27,1064.5899658203125,24.450000762939453,329.0,477903.0,5694000.0,207760000.0,4102460000.0,0.0,0.0,0,50.01440716673834,-0.0145797819191939,0.5101578607362734,0.0,0.0258089004817621,0.0400000810623168
2010-08-30,1048.9200439453125,27.209999084472656,148.0,260666.0,10992000.0,150480000.0,2917990000.0,0.0,0.0,1,51.22493608821823,-0.0112874053625513,4.414081476365652,0.0,0.0258870493447517,-0.0173330307006833
2010-08-31,1049.3299560546875,26.049999237060547,762.0,469412.0,3016500.0,255420000.0,4038770000.0,0.0,0.0,0,48.33323374268328,-0.0106533525601075,8.826867409833532,-0.0139999389648437,0.0059888061239506,0.0186669826507566
2010-09-01,1080.2900390625,23.88999938964844,297.0,396607.0,7423500.0,205710000.0,4396880000.0,0.0,0.0,1,55.11931166700423,-0.0048766378904085,16.193180461606254,0.0093330144882204,0.0083345397083809,0.0366660356521606
2010-09-02,1090.0999755859375,23.190000534057617,161.0,340168.0,7306500.0,149930000.0,3704210000.0,0.0,0.0,1,58.7854537689624,0.0029489481004025,14.956364313571004,-0.0053329467773437,0.0085373339920533,0.087333083152771
2010-09-03,1104.510009765625,21.309999465942383,193.0,379300.0,6519000.0,168600000.0,3534500000.0,0.0,0.0,1,58.70074601819117,0.0089932833992925,12.087298526060874,-0.0126670598983764,0.0096078122468476,0.0899999141693115
2010-09-06,1104.510009765625,21.309999465942383,193.0,379300.0,6519000.0,168600000.0,3534500000.0,0.0,0.0,1,58.70074601819117,0.0136263861730747,9.921612286857814,-0.0119999647140502,0.0096906991181221,0.0786659717559814
2010-09-07,1091.8399658203125,23.799999237060547,242.0,406641.0,3651000.0,149040000.0,3107380000.0,0.0,0.0,0,54.093339581312826,0.014388779224755,9.429946359615972,-0.0293329954147338,0.0139680404320853,0.0706660747528078
2010-09-08,1098.8699951171875,23.25,210.0,359759.0,4326000.0,166760000.0,3224640000.0,0.0,0.0,1,56.678194692254635,0.0167366453110793,11.22932220493614,0.0080000162124633,0.0135120723525388,0.0299999713897705
2010-09-09,1104.1800537109375,22.809999465942383,250.0,372881.0,5643000.0,163590000.0,3387770000.0,0.0,0.0,0,54.92063606843029,0.017375018405328,8.42937563679078,0.0066670179367065,0.0155234565380966,-0.0233330726623535
2010-09-10,1109.550048828125,21.989999771118164,643.0,431370.0,5799000.0,140320000.0,3061160000.0,0.0,0.0,0,50.1596529555984,0.0148053664208744,0.1987295238948167,0.0026659965515136,0.0158491433191924,-0.0586659908294677
2010-09-13,1121.9000244140625,21.209999084472656,1451.0,349157.0,5412000.0,190720000.0,4521050000.0,0.0,0.0,0,54.48718923933023,0.0155483101156104,7.916642529889402,0.0480000972747802,0.0274808523097986,-0.0219999551773071
2010-09-14,1121.0999755859375,21.559999465942383,1067.0,416114.0,9820500.0,192410000.0,4521050000.0,0.0,0.0,1,57.38529366149181,0.0180804817502544,6.130629930804431,-0.0119999647140502,0.0223309211409528,0.0386669635772707
2010-09-15,1125.0699462890625,22.100000381469727,551.0,356325.0,10269000.0,167420000.0,3369840000.0,0.0,0.0,1,62.86084156211666,0.0244319035850977,11.291087924557376,-0.0093330144882204,0.0241219216060162,0.0720000267028808
2010-09-16,1124.6600341796875,21.719999313354492,502.0,289281.0,40267500.0,170300000.0,3364080000.0,0.0,0.0,0,53.84985365094394,0.0235988283336567,6.294442534271469,0.0113340616226196,0.0241863509890758,0.0153330564498901
2010-09-17,1125.5899658203125,22.010000228881836,425.0,195831.0,17977500.0,367230000.0,4086140000.0,0.0,0.0,0,48.71568598030577,0.0189013495131051,1.8117797948760777,0.0053329467773437,0.0240647336455913,0.0040000677108764
2010-09-20,1142.7099609375,21.5,218.0,132427.0,14212500.0,157120000.0,3364080000.0,0.0,0.0,1,54.211668382934135,0.0194196185694517,8.110862411703772,0.0293329954147338,0.0167834575261318,0.0226670503616333
2010-09-21,1139.780029296875,22.350000381469727,364.0,311954.0,11940000.0,186740000.0,4175660000.0,0.0,0.0,0,52.11038442671602,0.0180621296166769,1.5648452939920428,-0.0113329887390136,0.0166170497549876,-0.0233329534530641
2010-09-22,1134.280029296875,22.510000228881836,298.0,343846.0,14443500.0,168590000.0,3911070000.0,0.0,0.0,0,46.13385894833081,0.0120064039295915,-5.6505031667726024,0.0066659450531005,0.0145646372492087,-0.1406660079956054
2010-09-23,1124.8299560546875,23.8700008392334,516.0,295903.0,10021500.0,156830000.0,3847850000.0,0.0,0.0,0,44.25125232522685,0.0054764182517845,-7.078357901496855,0.0013329982757568,0.0147239238295445,-0.0920000076293945
2010-09-24,1148.6700439453125,21.709999084472656,396.0,288499.0,8683500.0,179270000.0,4123950000.0,0.0,0.0,1,48.21541196717523,0.0031697192188393,-4.513035581859002,0.0260000228881835,0.0171047911081894,-0.0086669921875
2010-09-27,1142.1600341796875,22.540000915527344,393.0,289641.0,6279000.0,143910000.0,3587860000.0,0.0,0.0,1,51.19169098113503,0.0036131782964947,-0.0486384456312368,0.0199999809265136,0.0148876791974447,-0.0353330373764038
2010-09-28,1147.699951171875,22.600000381469727,402.0,329350.0,18217500.0,167110000.0,4025840000.0,0.0,0.0,1,56.62365265026539,0.0085462200400112,2.3923941943121068,0.0340000391006467,0.0135041704479133,0.0419999361038208
2010-09-29,1144.72998046875,23.25,586.0,388993.0,29539500.0,158830000.0,3990280000.0,0.0,0.0,1,59.83301294020105,0.0153982139904091,6.1322545902329795,-0.0139999389648437,0.0195130016298921,0.1406660079956054
2010-09-30,1141.199951171875,23.700000762939453,426.0,418628.0,32937000.0,214540000.0,4284160000.0,0.0,0.0,0,49.21739960710683,0.0122416830227773,1.1898881229629663,0.0013340711593627,0.0195128348493045,0.0566669702529907
2010-10-01,1146.239990234375,22.5,413.0,359944.0,8965500.0,161890000.0,4298910000.0,0.0,0.0,0,50.36505081239971,0.0106395032171466,-0.5791518953116488,0.0186660289764404,0.0185889498208739,0.033332943916321
2010-10-04,1137.030029296875,23.530000686645508,228.0,313306.0,9654000.0,160370000.0,3604110000.0,0.0,0.0,1,52.72677712460162,0.0113370621386625,-0.6155534257431107,-0.0113329887390138,0.0204100230513107,0.0306659936904909
2010-10-05,1160.75,21.760000228881836,791.0,336832.0,4980000.0,216240000.0,4068840000.0,0.0,0.0,0,53.520704687449154,0.0124457693640538,-3.912625535872443,0.0106669664382932,0.0139886460556749,-0.0186669826507566
2010-10-06,1159.969970703125,21.489999771118164,298.0,349174.0,4701000.0,163440000.0,4073160000.0,0.0,0.0,0,49.019737034392286,0.0096626086282618,-2.292268210307385,-0.0039999485015871,0.011846873784821,-0.1013330221176147
2010-10-07,1158.06005859375,21.559999465942383,325.0,450952.0,2115000.0,141920000.0,3910550000.0,0.0,0.0,0,48.81876898732061,0.0072124122867287,0.988603023360094,0.0073330402374267,0.0119309921431037,0.0013329982757568
2010-10-11,1165.3199462890625,18.959999084472656,122.0,234320.0,2568000.0,114830000.0,2505900000.0,0.0,0.0,0,47.49077143224107,0.0042000818526464,-3.8936605622568794,0.0006669759750366,0.0088064686322787,-0.0239999294281008
2010-10-12,1169.77001953125,18.93000030517578,184.0,333582.0,3660000.0,155150000.0,4076170000.0,0.0,0.0,1,47.49077143224107,0.0017921297250587,-2.551804156351005,-0.0026659965515136,0.0063699421899777,-0.0499999523162844
2010-10-13,1178.0999755859375,19.06999969482422,174.0,330288.0,4773000.0,224920000.0,4969410000.0,0.0,0.0,0,49.98227545708822,0.0014805744884649,3.3718702619268055,0.0266669988632202,0.0125662475066355,-0.0386669635772707
2010-10-14,1173.81005859375,19.8799991607666,136.0,340955.0,4422000.0,196170000.0,4969410000.0,0.0,0.0,0,51.70957718420908,0.0023364101095433,6.083814916610635,0.0306669473648071,0.0152271268875822,0.019333004951477
2010-10-15,1176.18994140625,19.030000686645508,1214.0,345844.0,4270500.0,319210000.0,5724910000.0,0.0,0.0,0,49.85544144069338,0.0018635065891521,2.1890294540348116,0.0093340873718261,0.0150818750624064,0.0073330402374267
2010-10-18,1184.7099609375,19.09000015258789,165.0,225081.0,2442000.0,190290000.0,4450050000.0,0.0,0.0,0,47.16686385155431,-0.0001768084673341,-1.4612744247971752,-0.001332998275757,0.0155090168449815,-0.0006660223007202
2010-10-19,1165.9000244140625,20.6299991607666,515.0,151357.0,3678000.0,247640000.0,5600120000.0,0.0,0.0,0,45.62815863963808,-0.0027306026454478,-6.308412191096906,-0.0019999742507934,0.0153478538018099,-0.01266610622406
